Five-Digit ZIP Code	Year	Annual Change (%)	HPI	HPI with 1990 base	HPI with 2000 base
02122	2011	-1.09	337.13	223.36	154.90
02122	2012	5.01	354.02	234.55	162.66
02122	2013	1.48	359.27	238.03	165.08
02122	2014	18.13	424.41	281.18	195.00
02122	2015	1.46	430.62	285.30	197.86
02124	1983	.	100.00	39.78	27.99
02124	1984	36.68	136.68	54.37	38.26
02124	1985	22.66	167.66	66.69	46.93
02124	1986	27.24	213.33	84.86	59.71
02124	1987	14.94	245.20	97.53	68.63
02124	1988	6.08	260.12	103.47	72.81
02124	1989	7.42	279.44	111.15	78.21
02124	1990	-10.03	251.40	100.00	70.37
02124	1991	-12.83	219.16	87.17	61.34
02124	1992	-4.37	209.59	83.37	58.66
02124	1993	-4.37	200.43	79.72	56.10
02124	1994	-1.09	198.24	78.86	55.49
02124	1995	4.59	207.33	82.47	58.03
02124	1996	3.40	214.39	85.28	60.01
02124	1997	10.21	236.28	93.99	66.13
02124	1998	11.02	262.32	104.34	73.42
02124	1999	11.93	293.61	116.79	82.18
02124	2000	21.68	357.28	142.11	100.00
02124	2001	14.47	408.98	162.68	114.47
02124	2002	14.00	466.25	185.46	130.50
02124	2003	10.94	517.25	205.75	144.77
02124	2004	12.63	582.59	231.74	163.06
02124	2005	9.94	640.52	254.78	179.28
02124	2006	1.66	651.16	259.01	182.25
02124	2007	-6.06	611.67	243.31	171.20
02124	2008	-4.01	587.15	233.55	164.34
02124	2009	-9.93	528.84	210.36	148.02
02124	2010	2.37	541.36	215.34	151.52
02124	2011	-0.38	539.30	214.52	150.95
02124	2012	-1.16	533.07	212.04	149.20
02124	2013	9.42	583.29	232.02	163.26
02124	2014	5.97	618.15	245.88	173.01
02124	2015	8.39	670.03	266.52	187.54
02125	1986	.	100.00	81.29	56.77
02125	1987	11.33	111.33	90.50	63.20
02125	1988	2.13	113.70	92.42	64.55
02125	1989	10.43	125.56	102.06	71.28
02125	1990	-2.02	123.02	100.00	69.84
02125	1991	-6.11	115.50	93.89	65.57
02125	1992	-18.59	94.03	76.44	53.38
02125	1993	-1.06	93.04	75.63	52.82
02125	1994	-11.75	82.11	66.74	46.61
02125	1995	11.49	91.54	74.41	51.97
02125	1996	8.55	99.37	80.77	56.41
02125	1997	9.56	108.86	88.49	61.80
02125	1998	9.61	119.32	96.99	67.74
02125	1999	19.16	142.19	115.58	80.72
02125	2000	23.88	176.15	143.18	100.00
02125	2001	12.34	197.88	160.85	112.34
02125	2002	13.39	224.38	182.40	127.39
02125	2003	10.60	248.18	201.74	140.89
02125	2004	16.94	290.23	235.92	164.77
02125	2005	5.69	306.75	249.35	174.15
02125	2006	3.46	317.38	257.99	180.18
02125	2007	-7.12	294.79	239.63	167.36
02125	2008	-7.55	272.53	221.53	154.72
02125	2009	-7.83	251.18	204.17	142.60
02125	2010	-0.04	251.07	204.08	142.53
02125	2011	4.95	263.50	214.19	149.59
02125	2012	2.36	269.71	219.24	153.12
02125	2013	7.44	289.77	235.55	164.51
02125	2014	21.67	352.57	286.60	200.16
02125	2015	-1.92	345.79	281.08	196.31
02126	1986	.	100.00	77.41	61.00
02126	1987	13.48	113.48	87.85	69.23
02126	1988	10.74	125.67	97.28	76.66
02126	1989	6.02	133.24	103.14	81.28
02126	1990	-3.05	129.18	100.00	78.80
02126	1991	-10.91	115.09	89.09	70.21
02126	1992	-9.34	104.34	80.77	63.65
02126	1993	-2.04	102.21	79.12	62.35
02126	1994	-1.88	100.29	77.63	61.18
02126	1995	2.12	102.41	79.28	62.47
02126	1996	2.65	105.13	81.38	64.13
02126	1997	5.18	110.57	85.59	67.45
02126	1998	14.19	126.26	97.74	77.02
02126	1999	2.60	129.55	100.28	79.03
02126	2000	26.54	163.93	126.90	100.00
02126	2001	14.25	187.30	144.99	114.25
02126	2002	14.37	214.21	165.82	130.67
02126	2003	12.61	241.22	186.73	147.15
02126	2004	16.06	279.97	216.73	170.79
02126	2005	9.94	307.81	238.28	187.77
02126	2006	3.96	319.99	247.71	195.20
02126	2007	-4.83	304.55	235.76	185.78
02126	2008	-10.35	273.04	211.36	166.56
02126	2009	-14.20	234.27	181.35	142.91
02126	2010	-2.11	229.32	177.52	139.89
02126	2011	-1.52	225.83	174.82	137.76
02126	2012	2.07	230.50	178.44	140.61
02126	2013	6.43	245.32	189.90	149.65
02126	2014	8.73	266.74	206.49	162.72
02126	2015	15.17	307.20	237.81	187.40
02127	1986	.	100.00	88.55	50.23
02127	1987	8.93	108.93	96.45	54.71
02127	1988	2.54	111.69	98.90	56.10
02127	1989	9.22	121.99	108.02	61.27
02127	1990	-7.42	112.94	100.00	56.72
02127	1991	-9.67	102.01	90.33	51.24
02127	1992	-6.06	95.84	84.86	48.14
02127	1993	3.24	98.94	87.61	49.70
02127	1994	5.20	104.08	92.16	52.28
02127	1995	-3.85	100.07	88.61	50.26
02127	1996	9.64	109.72	97.15	55.11
02127	1997	10.84	121.62	107.69	61.09
02127	1998	12.48	136.80	121.13	68.71
02127	1999	16.83	159.82	141.52	80.27
02127	2000	24.57	199.10	176.29	100.00
02127	2001	11.52	222.04	196.60	111.52
02127	2002	11.24	247.00	218.71	124.06
02127	2003	5.47	260.52	230.68	130.85
02127	2004	10.37	287.52	254.59	144.41
02127	2005	10.17	316.76	280.48	159.10
02127	2006	-1.31	312.63	276.82	157.02
02127	2007	-0.06	312.43	276.65	156.92
02127	2008	-0.05	312.28	276.51	156.85
02127	2009	-2.42	304.71	269.81	153.05
02127	2010	-1.49	300.17	265.79	150.76
02127	2011	3.28	310.01	274.50	155.71
02127	2012	1.96	316.07	279.87	158.75
02127	2013	8.99	344.48	305.03	173.02
02127	2014	12.83	388.69	344.17	195.23
02127	2015	4.74	407.11	360.48	204.48
02128	1986	.	100.00	78.83	64.27
02128	1987	18.06	118.06	93.06	75.87
02128	1988	8.84	128.49	101.29	82.58
02128	1989	-2.80	124.90	98.46	80.27
02128	1990	1.56	126.86	100.00	81.53
02128	1991	4.04	131.99	104.04	84.82
02128	1992	-23.24	101.31	79.86	65.11
02128	1993	-5.15	96.09	75.75	61.76
02128	1994	-4.17	92.09	72.59	59.18
02128	1995	-0.43	91.69	72.28	58.93
02128	1996	10.93	101.72	80.18	65.37
02128	1997	2.37	104.13	82.08	66.92
02128	1998	13.11	117.77	92.84	75.69
02128	1999	11.26	131.03	103.29	84.21
02128	2000	18.75	155.60	122.66	100.00
02128	2001	14.98	178.91	141.03	114.98
02128	2002	10.91	198.43	156.42	127.53
02128	2003	12.64	223.50	176.19	143.64
02128	2004	17.42	262.43	206.87	168.66
02128	2005	10.88	290.99	229.38	187.01
02128	2006	3.65	301.61	237.76	193.84
02128	2007	-6.71	281.38	221.81	180.84
02128	2008	-9.57	254.46	200.59	163.54
02128	2009	-15.59	214.80	169.33	138.05
02128	2010	2.55	220.28	173.65	141.57
02128	2011	-4.79	209.74	165.34	134.79
02128	2012	16.46	244.26	192.55	156.98
02128	2013	4.20	254.53	200.64	163.58
02128	2014	13.41	288.66	227.55	185.52
02128	2015	6.46	307.32	242.26	197.51
02129	1986	.	100.00	95.76	47.18
02129	1987	4.52	104.52	100.09	49.31
02129	1988	-1.80	102.65	98.29	48.43
02129	1989	9.95	112.86	108.07	53.24
02129	1990	-7.47	104.43	100.00	49.27
02129	1991	-2.55	101.77	97.45	48.01
02129	1992	-5.03	96.65	92.55	45.60
02129	1993	1.01	97.62	93.48	46.06
02129	1994	6.44	103.91	99.50	49.02
02129	1995	9.72	114.01	109.17	53.78
02129	1996	3.18	117.64	112.65	55.50
02129	1997	15.03	135.32	129.58	63.84
02129	1998	16.99	158.31	151.59	74.69
02129	1999	11.08	175.85	168.39	82.96
02129	2000	20.54	211.97	202.98	100.00
02129	2001	12.30	238.05	227.95	112.30
02129	2002	6.44	253.37	242.62	119.53
02129	2003	4.82	265.60	254.33	125.30
02129	2004	8.60	288.44	276.21	136.08
02129	2005	6.27	306.54	293.54	144.62
02129	2006	0.80	308.98	295.87	145.77
02129	2007	2.78	317.57	304.09	149.82
02129	2008	0.02	317.63	304.15	149.85
02129	2009	-4.24	304.16	291.25	143.49
02129	2010	2.55	311.91	298.68	147.15
02129	2011	-0.83	309.32	296.20	145.93
02129	2012	3.34	319.64	306.08	150.80
02129	2013	6.31	339.82	325.40	160.32
02129	2014	11.10	377.53	361.51	178.11
02129	2015	6.63	402.55	385.47	189.91
02130	1985	.	100.00	66.37	38.46
02130	1986	19.49	119.49	79.31	45.95
02130	1987	14.14	136.39	90.52	52.45
02130	1988	4.38	142.36	94.49	54.75
02130	1989	5.98	150.88	100.14	58.03
02130	1990	-0.14	150.67	100.00	57.94
02130	1991	-11.17	133.84	88.83	51.47
02130	1992	-2.57	130.40	86.55	50.15
02130	1993	0.45	130.99	86.94	50.38
02130	1994	-2.58	127.61	84.69	49.08
02130	1995	7.51	137.20	91.06	52.76
02130	1996	7.48	147.46	97.87	56.71
02130	1997	9.73	161.80	107.39	62.23
02130	1998	10.42	178.66	118.58	68.71
02130	1999	12.56	201.10	133.47	77.34
02130	2000	29.30	260.02	172.58	100.00
02130	2001	8.43	281.93	187.12	108.43
02130	2002	10.27	310.90	206.34	119.57
02130	2003	5.13	326.85	216.93	125.70
02130	2004	10.67	361.74	240.09	139.12
02130	2005	8.56	392.69	260.63	151.02
02130	2006	0.14	393.22	260.98	151.23
02130	2007	-2.33	384.07	254.91	147.71
02130	2008	2.24	392.68	260.62	151.02
02130	2009	-3.12	380.43	252.49	146.31
02130	2010	1.12	384.68	255.32	147.94
02130	2011	-0.54	382.59	253.93	147.14
02130	2012	3.00	394.08	261.55	151.56
02130	2013	6.06	417.97	277.41	160.74
02130	2014	10.63	462.38	306.88	177.82
02130	2015	8.80	503.09	333.90	193.48
02131	1983	.	100.00	41.88	27.68
02131	1984	22.00	122.00	51.10	33.77
02131	1985	48.41	181.07	75.84	50.12
02131	1986	14.32	206.99	86.70	57.29
02131	1987	13.06	234.01	98.02	64.77
02131	1988	3.17	241.44	101.13	66.83
02131	1989	1.34	244.67	102.48	67.73
02131	1990	-2.42	238.75	100.00	66.09
02131	1991	-8.22	219.13	91.78	60.65
02131	1992	-0.96	217.02	90.90	60.07
02131	1993	-3.75	208.88	87.49	57.82
02131	1994	-0.96	206.89	86.65	57.27
02131	1995	-2.54	201.62	84.45	55.81
02131	1996	4.91	211.52	88.59	58.55
02131	1997	7.87	228.17	95.57	63.16
02131	1998	12.66	257.06	107.67	71.15
02131	1999	15.41	296.68	124.26	82.12
02131	2000	21.77	361.27	151.32	100.00
02131	2001	11.90	404.25	169.32	111.90
02131	2002	11.75	451.73	189.21	125.04
02131	2003	9.01	492.44	206.26	136.31
02131	2004	10.76	545.44	228.45	150.98
02131	2005	7.56	586.68	245.73	162.39
02131	2006	1.23	593.91	248.76	164.39
02131	2007	-3.83	571.17	239.23	158.10
02131	2008	-0.39	568.95	238.30	157.48
02131	2009	-6.52	531.87	222.77	147.22
02131	2010	-0.14	531.13	222.46	147.02
02131	2011	-1.63	522.48	218.84	144.62
02131	2012	-0.10	521.95	218.62	144.48
02131	2013	6.83	557.62	233.55	154.35
02131	2014	6.99	596.57	249.87	165.13
02131	2015	8.34	646.30	270.70	178.90
02132	1979	.	100.00	30.21	18.82
02132	1980	24.54	124.54	37.62	23.44
02132	1981	16.88	145.55	43.97	27.40
02132	1982	4.06	151.47	45.75	28.51
02132	1983	-0.55	150.63	45.50	28.35
02132	1984	29.86	195.61	59.09	36.82
02132	1985	29.00	252.34	76.22	47.50
02132	1986	18.35	298.64	90.21	56.21
02132	1987	9.23	326.21	98.54	61.40
02132	1988	5.10	342.83	103.56	64.53
02132	1989	-0.34	341.66	103.21	64.31
02132	1990	-3.11	331.05	100.00	62.31
02132	1991	-4.73	315.38	95.27	59.37
02132	1992	-0.68	313.24	94.62	58.96
02132	1993	-1.83	307.49	92.88	57.88
02132	1994	2.27	314.48	94.99	59.19
02132	1995	4.88	329.81	99.63	62.08
02132	1996	1.33	334.21	100.95	62.91
02132	1997	9.80	366.97	110.85	69.07
02132	1998	9.00	400.00	120.83	75.29
02132	1999	10.29	441.17	133.26	83.04
02132	2000	20.42	531.26	160.48	100.00
02132	2001	10.93	589.32	178.02	110.93
02132	2002	10.99	654.08	197.58	123.12
02132	2003	5.89	692.61	209.21	130.37
02132	2004	8.80	753.53	227.62	141.84
02132	2005	9.36	824.07	248.92	155.12
02132	2006	-3.16	798.03	241.06	150.21
02132	2007	-1.32	787.54	237.89	148.24
02132	2008	-1.23	777.82	234.96	146.41
02132	2009	-3.98	746.87	225.61	140.58
02132	2010	1.50	758.10	229.00	142.70
02132	2011	-1.16	749.29	226.34	141.04
02132	2012	-0.57	745.03	225.05	140.24
02132	2013	4.01	774.89	234.07	145.86
02132	2014	9.36	847.38	255.97	159.50
02132	2015	5.01	889.86	268.80	167.50
02134	1986	.	100.00	77.56	56.46
02134	1987	6.71	106.71	82.77	60.25
02134	1988	9.51	116.86	90.64	65.98
02134	1989	-7.95	107.57	83.44	60.74
02134	1990	19.85	128.93	100.00	72.79
02134	1991	-23.16	99.06	76.84	55.93
02134	1992	-4.05	95.05	73.72	53.66
02134	1993	-1.27	93.83	72.78	52.98
02134	1994	5.38	98.88	76.70	55.83
02134	1995	-2.77	96.14	74.57	54.28
02134	1996	6.03	101.93	79.06	57.55
02134	1997	10.44	112.57	87.31	63.56
02134	1998	10.02	123.86	96.07	69.93
02134	1999	15.47	143.02	110.93	80.75
02134	2000	23.84	177.11	137.37	100.00
02134	2001	4.47	185.03	143.52	104.47
02134	2002	20.41	222.79	172.80	125.79
02134	2003	7.70	239.96	186.12	135.48
02134	2004	6.01	254.38	197.31	143.63
02134	2005	12.71	286.71	222.38	161.88
02134	2006	-2.27	280.19	217.33	158.20
02134	2007	2.23	286.43	222.16	161.72
02134	2008	-5.81	269.77	209.24	152.32
02134	2009	-3.96	259.08	200.95	146.28
02134	2010	-5.07	245.95	190.76	138.86
02134	2011	3.63	254.87	197.68	143.90
02134	2012	2.06	260.12	201.76	146.87
02134	2013	6.45	276.89	214.76	156.33
02134	2014	28.21	355.01	275.35	200.44
02134	2015	-2.54	345.98	268.35	195.35
02135	1985	.	100.00	79.55	46.11
02135	1986	14.90	114.90	91.40	52.98
02135	1987	13.42	130.32	103.66	60.09
02135	1988	4.80	136.57	108.64	62.97
02135	1989	-2.67	132.93	105.74	61.29
02135	1990	-5.43	125.71	100.00	57.96
02135	1991	-3.78	120.97	96.22	55.77
02135	1992	-3.32	116.95	93.03	53.92
02135	1993	-1.51	115.18	91.62	53.11
02135	1994	4.52	120.39	95.76	55.51
02135	1995	4.85	126.23	100.41	58.20
02135	1996	8.25	136.64	108.69	63.00
02135	1997	5.61	144.30	114.79	66.53
02135	1998	9.70	158.30	125.92	72.99
02135	1999	13.45	179.60	142.86	82.81
02135	2000	20.76	216.89	172.53	100.00
02135	2001	5.91	229.71	182.72	105.91
02135	2002	11.67	256.53	204.06	118.28
02135	2003	3.91	266.56	212.04	122.90
02135	2004	10.85	295.49	235.05	136.24
02135	2005	11.13	328.38	261.21	151.40
02135	2006	-1.45	323.62	257.42	149.21
02135	2007	-1.66	318.24	253.14	146.73
02135	2008	-1.85	312.33	248.45	144.01
02135	2009	-1.01	309.18	245.94	142.55
02135	2010	-4.95	293.87	233.76	135.49
02135	2011	-0.63	292.01	232.28	134.64
02135	2012	3.64	302.64	240.74	139.54
02135	2013	8.11	327.17	260.25	150.85
02135	2014	6.96	349.95	278.37	161.35
02135	2015	7.59	376.50	299.49	173.59
02136	1983	.	100.00	42.92	31.14
02136	1984	26.28	126.28	54.20	39.32
02136	1985	34.19	169.45	72.73	52.76
02136	1986	23.13	208.65	89.55	64.97
02136	1987	7.34	223.96	96.12	69.74
02136	1988	6.56	238.64	102.42	74.31
02136	1989	-0.18	238.21	102.24	74.17
02136	1990	-2.19	233.00	100.00	72.55
02136	1991	-8.61	212.92	91.39	66.30
02136	1992	-1.09	210.60	90.39	65.58
02136	1993	-2.90	204.49	87.77	63.68
02136	1994	-4.14	196.02	84.13	61.04
02136	1995	-1.99	192.11	82.45	59.82
02136	1996	7.12	205.79	88.32	64.08
02136	1997	5.06	216.20	92.79	67.32
02136	1998	8.20	233.94	100.40	72.84
02136	1999	12.45	263.06	112.90	81.91
02136	2000	22.08	321.15	137.84	100.00
02136	2001	14.89	368.97	158.36	114.89
02136	2002	10.80	408.81	175.46	127.30
02136	2003	10.67	452.42	194.18	140.88
02136	2004	13.28	512.51	219.97	159.59
02136	2005	10.37	565.63	242.77	176.13
02136	2006	1.94	576.61	247.48	179.55
02136	2007	-4.89	548.39	235.37	170.76
02136	2008	-6.57	512.38	219.91	159.55
02136	2009	-12.60	447.81	192.20	139.44
02136	2010	2.37	458.44	196.76	142.75
02136	2011	-4.34	438.54	188.22	136.55
02136	2012	-0.18	437.77	187.89	136.31
02136	2013	5.12	460.18	197.51	143.29
02136	2014	9.16	502.34	215.60	156.42
02136	2015	6.86	536.78	230.38	167.14
02138	1986	.	100.00	95.51	48.12
02138	1987	2.54	102.54	97.94	49.34
02138	1988	1.29	103.86	99.20	49.98
02138	1989	5.12	109.18	104.27	52.54
02138	1990	-4.10	104.70	100.00	50.38
02138	1991	-4.30	100.20	95.70	48.22
02138	1992	5.58	105.79	101.04	50.91
02138	1993	5.24	111.33	106.33	53.57
02138	1994	4.77	116.64	111.41	56.13
02138	1995	5.62	123.20	117.67	59.29
02138	1996	2.06	125.74	120.09	60.51
02138	1997	11.23	139.85	133.57	67.30
02138	1998	10.58	154.65	147.71	74.42
02138	1999	1.53	157.02	149.97	75.56
02138	2000	32.35	207.81	198.48	100.00
02138	2001	1.32	210.56	201.10	101.32
02138	2002	13.34	238.64	227.93	114.84
02138	2003	6.09	253.17	241.80	121.83
02138	2004	7.31	271.68	259.48	130.74
02138	2005	10.56	300.36	286.88	144.54
02138	2006	-3.49	289.88	276.87	139.49
02138	2007	8.24	313.76	299.67	150.99
02138	2008	-6.83	292.34	279.21	140.67
02138	2009	-0.33	291.37	278.29	140.21
02138	2010	2.40	298.37	284.97	143.58
02138	2011	3.07	307.54	293.73	147.99
02138	2012	-0.58	305.75	292.02	147.13
02138	2013	6.94	326.96	312.27	157.33
02138	2014	20.86	395.15	377.41	190.15
02138	2015	2.30	404.23	386.08	194.52
02139	1986	.	100.00	79.87	43.89
02139	1987	15.95	115.95	92.60	50.89
02139	1988	2.58	118.93	94.99	52.20
02139	1989	-0.83	117.95	94.20	51.77
02139	1990	6.16	125.21	100.00	54.95
02139	1991	-15.97	105.22	84.03	46.18
02139	1992	5.60	111.11	88.74	48.76
02139	1993	2.42	113.79	90.88	49.94
02139	1994	9.60	124.71	99.60	54.73
02139	1995	-6.42	116.71	93.21	51.22
02139	1996	9.94	128.30	102.47	56.31
02139	1997	11.44	142.98	114.19	62.75
02139	1998	13.77	162.67	129.92	71.39
02139	1999	7.63	175.08	139.83	76.84
02139	2000	30.14	227.85	181.98	100.00
02139	2001	9.59	249.70	199.43	109.59
02139	2002	9.75	274.04	218.87	120.27
02139	2003	2.72	281.50	224.83	123.55
02139	2004	9.97	309.57	247.25	135.87
02139	2005	10.01	340.56	272.00	149.47
02139	2006	-5.94	320.34	255.85	140.59
02139	2007	6.30	340.50	271.95	149.44
02139	2008	-2.31	332.65	265.68	146.00
02139	2009	0.00	332.64	265.67	145.99
02139	2010	2.70	341.63	272.85	149.94
02139	2011	-3.76	328.80	262.60	144.30
02139	2012	8.66	357.28	285.35	156.81
02139	2013	8.65	388.20	310.04	170.38
02139	2014	11.48	432.77	345.64	189.94
02139	2015	16.85	505.70	403.89	221.95
02140	1986	.	100.00	88.70	43.93
02140	1987	10.72	110.72	98.21	48.64
02140	1988	4.64	115.85	102.76	50.90
02140	1989	9.25	126.57	112.27	55.61
02140	1990	-10.93	112.74	100.00	49.53
02140	1991	1.30	114.20	101.30	50.17
02140	1992	5.67	120.68	107.05	53.02
02140	1993	-4.50	115.25	102.23	50.63
02140	1994	3.93	119.78	106.25	52.62
02140	1995	8.12	129.51	114.87	56.90
02140	1996	0.08	129.61	114.96	56.94
02140	1997	13.39	146.96	130.35	64.56
02140	1998	8.82	159.91	141.84	70.26
02140	1999	17.11	187.28	166.11	82.28
02140	2000	21.54	227.62	201.90	100.00
02140	2001	6.38	242.13	214.77	106.38
02140	2002	11.40	269.74	239.26	118.51
02140	2003	1.57	273.98	243.02	120.37
02140	2004	13.33	310.49	275.41	136.41
02140	2005	8.60	337.20	299.10	148.15
02140	2006	-8.83	307.41	272.68	135.06
02140	2007	-0.07	307.18	272.47	134.96
02140	2008	3.02	316.46	280.71	139.03
02140	2009	0.31	317.46	281.59	139.47
02140	2010	3.77	329.44	292.21	144.73
02140	2011	1.26	333.59	295.90	146.56
02140	2012	5.20	350.93	311.28	154.18
02140	2013	2.48	359.62	318.98	157.99
02140	2014	24.60	448.09	397.46	196.86
02140	2015	8.11	484.44	429.70	212.83
02141	1986	.	100.00	76.74	50.53
02141	1987	16.70	116.70	89.56	58.97
02141	1988	2.17	119.23	91.50	60.25
02141	1989	5.78	126.12	96.79	63.73
02141	1990	3.32	130.31	100.00	65.85
02141	1991	-19.85	104.45	80.15	52.78
02141	1992	5.95	110.66	84.92	55.92
02141	1993	-6.16	103.84	79.69	52.47
02141	1994	3.86	107.85	82.76	54.50
02141	1995	1.31	109.26	83.85	55.21
02141	1996	3.26	112.83	86.59	57.02
02141	1997	11.15	125.41	96.24	63.37
02141	1998	16.29	145.84	111.92	73.70
02141	1999	11.72	162.92	125.03	82.33
02141	2000	21.46	197.89	151.86	100.00
02141	2001	16.69	230.91	177.20	116.69
02141	2002	14.54	264.49	202.98	133.66
02141	2003	4.27	275.78	211.64	139.36
02141	2004	9.11	300.91	230.92	152.06
02141	2005	1.86	306.52	235.23	154.89
02141	2006	4.36	319.88	245.48	161.65
02141	2007	2.09	326.58	250.62	165.03
02141	2008	-1.14	322.85	247.76	163.15
02141	2009	-1.20	318.98	244.79	161.19
02141	2010	0.02	319.04	244.84	161.22
02141	2011	2.17	325.95	250.14	164.72
02141	2012	7.12	349.15	267.94	176.43
02141	2013	6.52	371.91	285.41	187.94
02141	2014	12.21	417.31	320.25	210.88
02141	2015	13.99	475.70	365.06	240.39
02143	1986	.	100.00	86.91	50.62
02143	1987	17.88	117.88	102.44	59.68
02143	1988	5.55	124.42	108.13	62.99
02143	1989	-0.68	123.58	107.39	62.56
02143	1990	-6.89	115.07	100.00	58.25
02143	1991	-2.38	112.33	97.62	56.87
02143	1992	-0.05	112.27	97.57	56.84
02143	1993	-2.46	109.51	95.17	55.44
02143	1994	-4.13	104.99	91.24	53.15
02143	1995	8.65	114.07	99.13	57.75
02143	1996	1.19	115.43	100.31	58.44
02143	1997	18.81	137.15	119.19	69.43
02143	1998	10.55	151.61	131.76	76.75
02143	1999	7.52	163.01	141.66	82.52
02143	2000	21.18	197.53	171.67	100.00
02143	2001	17.12	231.35	201.06	117.12
02143	2002	12.09	259.33	225.37	131.28
02143	2003	5.76	274.28	238.36	138.85
02143	2004	10.25	302.38	262.78	153.08
02143	2005	11.19	336.22	292.20	170.21
02143	2006	-0.01	336.21	292.18	170.20
02143	2007	-0.10	335.86	291.88	170.03
02143	2008	-3.99	322.46	280.24	163.24
02143	2009	-2.77	313.52	272.47	158.72
02143	2010	3.82	325.49	282.87	164.78
02143	2011	4.55	340.31	295.75	172.28
02143	2012	3.98	353.86	307.53	179.14
02143	2013	8.30	383.23	333.05	194.01
02143	2014	8.17	414.53	360.25	209.85
02143	2015	19.46	495.20	430.36	250.69
02144	1986	.	100.00	85.75	49.11
02144	1987	-0.41	99.59	85.40	48.91
02144	1988	9.72	109.26	93.70	53.67
02144	1989	12.62	123.06	105.52	60.44
02144	1990	-5.23	116.61	100.00	57.28
02144	1991	-8.58	106.61	91.42	52.36
02144	1992	-0.02	106.59	91.40	52.35
02144	1993	-0.74	105.80	90.72	51.96
02144	1994	-0.15	105.64	90.59	51.89
02144	1995	6.87	112.90	96.82	55.45
02144	1996	-0.69	112.12	96.15	55.07
02144	1997	12.73	126.40	108.39	62.08
02144	1998	14.88	145.20	124.52	71.32
02144	1999	14.46	166.20	142.52	81.63
02144	2000	22.51	203.60	174.60	100.00
02144	2001	13.03	230.13	197.34	113.03
02144	2002	10.23	253.66	217.52	124.59
02144	2003	8.89	276.21	236.86	135.66
02144	2004	6.09	293.02	251.27	143.92
02144	2005	9.36	320.44	274.78	157.38
02144	2006	5.73	338.80	290.53	166.40
02144	2007	-2.18	331.40	284.18	162.77
02144	2008	-3.55	319.64	274.10	156.99
02144	2009	-1.38	315.22	270.31	154.82
02144	2010	2.98	324.62	278.37	159.44
02144	2011	2.05	331.28	284.08	162.71
02144	2012	7.85	357.28	306.38	175.48
02144	2013	6.94	382.06	327.63	187.65
02144	2014	8.94	416.24	356.93	204.43
02144	2015	15.37	480.21	411.79	235.86
02145	1986	.	100.00	86.99	59.36
02145	1987	15.63	115.63	100.58	68.64
02145	1988	5.45	121.93	106.07	72.38
02145	1989	-4.37	116.61	101.44	69.22
02145	1990	-1.42	114.96	100.00	68.24
02145	1991	-8.19	105.54	91.81	62.65
02145	1992	-3.83	101.50	88.29	60.25
02145	1993	-6.02	95.39	82.98	56.62
02145	1994	1.39	96.72	84.14	57.41
02145	1995	4.70	101.26	88.09	60.11
02145	1996	5.11	106.43	92.59	63.18
02145	1997	12.80	120.05	104.43	71.26
02145	1998	0.91	121.15	105.38	71.91
02145	1999	15.21	139.57	121.41	82.85
02145	2000	20.70	168.46	146.55	100.00
02145	2001	17.55	198.03	172.26	117.55
02145	2002	11.19	220.19	191.55	130.71
02145	2003	6.06	233.54	203.16	138.63
02145	2004	8.82	254.14	221.08	150.86
02145	2005	7.77	273.89	238.26	162.58
02145	2006	3.72	284.08	247.12	168.63
02145	2007	-0.19	283.55	246.66	168.31
02145	2008	-11.33	251.42	218.71	149.24
02145	2009	-2.56	244.98	213.11	145.42
02145	2010	-1.45	241.43	210.02	143.31
02145	2011	-1.85	236.95	206.13	140.65
02145	2012	1.84	241.32	209.92	143.24
02145	2013	12.07	270.45	235.26	160.54
02145	2014	14.21	308.87	268.69	183.34
02145	2015	12.46	347.35	302.16	206.19
02148	1983	.	100.00	45.18	33.45
02148	1984	27.01	127.01	57.38	42.49
02148	1985	28.87	163.67	73.95	54.75
02148	1986	17.80	192.80	87.11	64.50
02148	1987	9.09	210.33	95.03	70.36
02148	1988	4.06	218.86	98.89	73.22
02148	1989	0.39	219.72	99.28	73.51
02148	1990	0.73	221.32	100.00	74.04
02148	1991	-9.07	201.26	90.93	67.33
02148	1992	-1.44	198.36	89.63	66.36
02148	1993	-1.75	194.90	88.06	65.20
02148	1994	-1.99	191.01	86.30	63.90
02148	1995	-1.92	187.34	84.65	62.67
02148	1996	4.59	195.94	88.53	65.55
02148	1997	3.72	203.22	91.82	67.99
02148	1998	10.28	224.11	101.26	74.97
02148	1999	10.28	247.13	111.66	82.68
02148	2000	20.95	298.92	135.06	100.00
02148	2001	13.03	337.85	152.65	113.03
02148	2002	12.25	379.23	171.34	126.87
02148	2003	8.06	409.79	185.15	137.09
02148	2004	10.23	451.70	204.09	151.11
02148	2005	9.47	494.47	223.41	165.42
02148	2006	-0.69	491.07	221.88	164.28
02148	2007	-5.08	466.14	210.61	155.94
02148	2008	-6.06	437.89	197.85	146.49
02148	2009	-7.88	403.37	182.25	134.94
02148	2010	-0.26	402.33	181.78	134.59
02148	2011	-2.59	391.89	177.07	131.10
02148	2012	-0.90	388.38	175.48	129.93
02148	2013	6.14	412.24	186.26	137.91
02148	2014	7.62	443.63	200.44	148.41
02148	2015	7.27	475.90	215.03	159.21
02149	1985	.	100.00	76.47	55.19
