Five-Digit ZIP Code	Year	Annual Change (%)	HPI	HPI with 1990 base	HPI with 2000 base
01001	1985	.	100.00	61.67	60.80
01001	1986	14.44	114.44	70.58	69.57
01001	1987	21.19	138.69	85.54	84.32
01001	1988	17.65	163.18	100.64	99.20
01001	1989	0.77	164.44	101.42	99.97
01001	1990	-1.40	162.14	100.00	98.57
01001	1991	-5.98	152.45	94.02	92.68
01001	1992	-1.16	150.67	92.93	91.60
01001	1993	0.18	150.94	93.09	91.77
01001	1994	-2.56	147.07	90.71	89.42
01001	1995	1.46	149.23	92.04	90.72
01001	1996	0.55	150.05	92.54	91.22
01001	1997	-1.44	147.89	91.21	89.91
01001	1998	4.61	154.70	95.41	94.05
01001	1999	1.71	157.34	97.04	95.66
01001	2000	4.54	164.49	101.45	100.00
01001	2001	6.22	174.72	107.76	106.22
01001	2002	8.20	189.05	116.60	114.94
01001	2003	8.64	205.39	126.67	124.87
01001	2004	11.90	229.82	141.74	139.72
01001	2005	17.02	268.94	165.87	163.51
01001	2006	3.50	278.37	171.68	169.24
01001	2007	-0.95	275.73	170.06	167.63
01001	2008	-0.38	274.70	169.42	167.00
01001	2009	-3.66	264.63	163.21	160.88
01001	2010	-2.30	258.54	159.45	157.18
01001	2011	-2.62	251.76	155.27	153.06
01001	2012	-5.14	238.82	147.29	145.19
01001	2013	1.34	242.03	149.27	147.14
01001	2014	1.10	244.69	150.91	148.76
01001	2015	1.42	248.16	153.05	150.87
01002	1983	.	100.00	52.66	43.45
01002	1984	16.34	116.34	61.26	50.55
01002	1985	5.23	122.42	64.47	53.19
01002	1986	15.46	141.35	74.43	61.42
01002	1987	27.80	180.65	95.12	78.49
01002	1988	7.78	194.70	102.52	84.60
01002	1989	3.51	201.53	106.12	87.57
01002	1990	-5.77	189.91	100.00	82.52
01002	1991	-3.41	183.44	96.59	79.71
01002	1992	-0.70	182.16	95.92	79.15
01002	1993	-0.39	181.45	95.55	78.84
01002	1994	2.38	185.77	97.82	80.72
01002	1995	-2.21	181.65	95.65	78.93
01002	1996	1.60	184.57	97.19	80.20
01002	1997	5.63	194.95	102.66	84.71
01002	1998	0.90	196.71	103.58	85.47
01002	1999	5.23	207.01	109.00	89.95
01002	2000	11.18	230.15	121.19	100.00
01002	2001	4.58	240.68	126.74	104.58
01002	2002	8.54	261.23	137.56	113.51
01002	2003	9.96	287.25	151.26	124.81
01002	2004	13.10	324.88	171.07	141.16
01002	2005	12.97	367.02	193.26	159.47
01002	2006	2.90	377.66	198.87	164.10
01002	2007	0.77	380.58	200.40	165.36
01002	2008	-1.14	376.22	198.11	163.47
01002	2009	-3.75	362.11	190.68	157.34
01002	2010	-0.01	362.09	190.67	157.33
01002	2011	-2.20	354.14	186.48	153.88
01002	2012	-1.91	347.39	182.93	150.94
01002	2013	1.17	351.45	185.06	152.71
01002	2014	4.07	365.76	192.60	158.92
01002	2015	1.40	370.88	195.29	161.15
01005	1992	.	100.00	.	80.36
01005	1993	1.00	101.00	.	81.16
01005	1994	-4.07	96.89	.	77.86
01005	1995	4.70	101.43	.	81.51
01005	1996	-0.89	100.53	.	80.79
01005	1997	4.63	105.19	.	84.53
01005	1998	0.86	106.10	.	85.26
01005	1999	9.76	116.45	.	93.58
01005	2000	6.87	124.44	.	100.00
01005	2001	12.69	140.23	.	112.69
01005	2002	10.52	154.98	.	124.54
01005	2003	8.36	167.94	.	134.96
01005	2004	12.05	188.18	.	151.22
01005	2005	10.66	208.24	.	167.34
01005	2006	1.76	211.90	.	170.28
01005	2007	-8.45	193.99	.	155.89
01005	2008	4.16	202.06	.	162.37
01005	2009	-13.16	175.47	.	141.01
01005	2010	-2.54	171.00	.	137.42
01005	2011	-8.98	155.65	.	125.08
01005	2012	-3.05	150.91	.	121.27
01005	2013	1.09	152.56	.	122.59
01005	2014	4.00	158.65	.	127.49
01005	2015	4.51	165.81	.	133.24
01007	1985	.	100.00	63.27	57.58
01007	1986	12.22	112.22	71.01	64.62
01007	1987	25.43	140.76	89.06	81.05
01007	1988	14.11	160.62	101.63	92.49
01007	1989	0.73	161.79	102.37	93.16
01007	1990	-2.31	158.04	100.00	91.00
01007	1991	-3.04	153.24	96.96	88.24
01007	1992	-1.77	150.52	95.24	86.67
01007	1993	0.96	151.97	96.15	87.50
01007	1994	-0.66	150.96	95.52	86.92
01007	1995	-0.15	150.74	95.38	86.80
01007	1996	2.16	153.99	97.43	88.67
01007	1997	-0.01	153.97	97.42	88.66
01007	1998	3.30	159.05	100.64	91.58
01007	1999	2.44	162.93	103.09	93.82
01007	2000	6.59	173.67	109.89	100.00
01007	2001	7.75	187.12	118.40	107.75
01007	2002	10.07	205.96	130.32	118.59
01007	2003	8.32	223.09	141.16	128.46
01007	2004	13.63	253.50	160.40	145.97
01007	2005	11.25	282.03	178.45	162.39
01007	2006	4.24	294.00	186.02	169.29
01007	2007	0.82	296.39	187.54	170.67
01007	2008	-4.16	284.08	179.74	163.58
01007	2009	-3.04	275.43	174.28	158.60
01007	2010	-1.89	270.22	170.98	155.60
01007	2011	-3.08	261.91	165.72	150.81
01007	2012	-1.93	256.85	162.52	147.90
01007	2013	0.72	258.69	163.68	148.96
01007	2014	3.15	266.84	168.84	153.65
01007	2015	-1.11	263.89	166.97	151.95
01008	2003	.	100.00	.	.
01008	2004	7.53	107.53	.	.
01008	2005	16.72	125.51	.	.
01008	2006	9.16	137.01	.	.
01008	2007	-4.85	130.36	.	.
01008	2008	4.73	136.52	.	.
01008	2009	-4.96	129.76	.	.
01008	2010	-1.76	127.48	.	.
01008	2011	-10.53	114.06	.	.
01008	2012	2.87	117.33	.	.
01008	2013	-4.46	112.09	.	.
01008	2014	.	.	.	.
01008	2015	.	140.43	.	.
01010	1998	.	100.00	.	87.65
01010	1999	-0.21	99.79	.	87.46
01010	2000	14.34	114.10	.	100.00
01010	2001	6.39	121.38	.	106.39
01010	2002	9.80	133.28	.	116.82
01010	2003	7.98	143.92	.	126.14
01010	2004	15.11	165.67	.	145.21
01010	2005	6.32	176.14	.	154.38
01010	2006	3.50	182.31	.	159.79
01010	2007	-0.82	180.82	.	158.48
01010	2008	-0.94	179.12	.	156.99
01010	2009	-7.37	165.92	.	145.42
01010	2010	-2.86	161.17	.	141.26
01010	2011	-5.39	152.49	.	133.65
01010	2012	-2.78	148.25	.	129.94
01010	2013	2.11	151.38	.	132.67
01010	2014	-1.12	149.69	.	131.19
01010	2015	3.16	154.41	.	135.34
01013	1985	.	100.00	62.72	65.82
01013	1986	10.81	110.81	69.50	72.94
01013	1987	18.36	131.15	82.25	86.33
01013	1988	16.27	152.48	95.63	100.37
01013	1989	2.57	156.39	98.09	102.95
01013	1990	1.95	159.44	100.00	104.95
01013	1991	-2.73	155.09	97.27	102.09
01013	1992	-2.96	150.49	94.39	99.06
01013	1993	-2.25	147.11	92.26	96.83
01013	1994	-3.83	141.47	88.73	93.12
01013	1995	-2.40	138.08	86.60	90.89
01013	1996	2.08	140.95	88.40	92.78
01013	1997	1.80	143.48	89.99	94.45
01013	1998	-2.14	140.41	88.06	92.42
01013	1999	5.34	147.91	92.77	97.36
01013	2000	2.71	151.92	95.28	100.00
01013	2001	3.92	157.87	99.01	103.92
01013	2002	10.90	175.07	109.80	115.24
01013	2003	8.15	189.34	118.75	124.63
01013	2004	13.22	214.36	134.44	141.10
01013	2005	12.84	241.88	151.71	159.22
01013	2006	8.19	261.70	164.13	172.26
01013	2007	3.13	269.90	169.28	177.66
01013	2008	-6.36	252.74	158.52	166.37
01013	2009	-4.31	241.86	151.69	159.20
01013	2010	-1.75	237.62	149.03	156.41
01013	2011	-2.19	232.41	145.76	152.98
01013	2012	-4.81	221.23	138.75	145.62
01013	2013	1.88	225.39	141.36	148.36
01013	2014	-3.48	217.55	136.44	143.20
01013	2015	3.22	224.56	140.84	147.82
01020	1983	.	100.00	47.12	46.82
01020	1984	14.92	114.92	54.16	53.81
01020	1985	10.28	126.74	59.72	59.34
01020	1986	16.60	147.78	69.64	69.20
01020	1987	21.54	179.62	84.64	84.11
01020	1988	14.91	206.40	97.27	96.65
01020	1989	5.57	217.90	102.68	102.03
01020	1990	-2.61	212.20	100.00	99.36
01020	1991	-2.97	205.90	97.03	96.41
01020	1992	-1.78	202.24	95.30	94.70
01020	1993	-2.56	197.05	92.86	92.27
01020	1994	-3.25	190.66	89.85	89.27
01020	1995	-3.22	184.51	86.95	86.40
01020	1996	5.55	194.75	91.78	91.19
01020	1997	-0.72	193.35	91.12	90.54
01020	1998	2.12	197.46	93.05	92.46
01020	1999	1.67	200.75	94.60	94.00
01020	2000	6.38	213.56	100.64	100.00
01020	2001	3.70	221.46	104.36	103.70
01020	2002	9.61	242.74	114.39	113.66
01020	2003	5.27	255.52	120.41	119.65
01020	2004	14.70	293.09	138.12	137.24
01020	2005	12.66	330.20	155.61	154.62
01020	2006	6.72	352.41	166.07	165.01
01020	2007	1.28	356.93	168.20	167.13
01020	2008	-4.09	342.33	161.32	160.30
01020	2009	-5.23	324.45	152.89	151.92
01020	2010	-1.86	318.40	150.04	149.09
01020	2011	-4.28	304.77	143.62	142.71
01020	2012	-3.23	294.94	138.99	138.10
01020	2013	0.85	297.43	140.17	139.27
01020	2014	6.97	318.17	149.94	148.98
01020	2015	-2.59	309.92	146.05	145.12
01027	1983	.	100.00	45.09	39.35
01027	1984	23.23	123.23	55.56	48.49
01027	1985	14.14	140.64	63.42	55.34
01027	1986	15.08	161.86	72.98	63.69
01027	1987	23.92	200.57	90.44	78.92
01027	1988	13.92	228.49	103.03	89.90
01027	1989	1.17	231.16	104.23	90.95
01027	1990	-4.06	221.78	100.00	87.26
01027	1991	1.51	225.13	101.51	88.58
01027	1992	-1.51	221.74	99.98	87.25
01027	1993	-1.49	218.44	98.49	85.95
01027	1994	-1.50	215.17	97.02	84.66
01027	1995	-0.19	214.77	96.84	84.51
01027	1996	2.63	220.41	99.38	86.73
01027	1997	-0.38	219.56	99.00	86.39
01027	1998	4.36	229.14	103.32	90.16
01027	1999	4.06	238.44	107.51	93.82
01027	2000	6.59	254.15	114.59	100.00
01027	2001	6.33	270.24	121.85	106.33
01027	2002	11.47	301.23	135.82	118.52
01027	2003	9.09	328.60	148.17	129.30
01027	2004	15.69	380.15	171.41	149.58
01027	2005	12.04	425.93	192.05	167.59
01027	2006	4.65	445.76	200.99	175.39
01027	2007	1.53	452.56	204.06	178.07
01027	2008	-2.99	439.02	197.95	172.74
01027	2009	-3.06	425.57	191.89	167.45
01027	2010	-3.00	412.78	186.12	162.42
01027	2011	-0.68	409.96	184.85	161.31
01027	2012	-3.21	396.78	178.91	156.12
01027	2013	2.29	405.85	183.00	159.69
01027	2014	1.88	413.50	186.45	162.70
01027	2015	6.33	439.68	198.25	173.00
01028	1983	.	100.00	47.62	45.71
01028	1984	14.10	114.10	54.33	52.15
01028	1985	10.15	125.68	59.85	57.45
01028	1986	20.65	151.62	72.20	69.31
01028	1987	18.48	179.65	85.55	82.12
01028	1988	19.28	214.29	102.04	97.95
01028	1989	2.58	219.83	104.68	100.48
01028	1990	-4.47	210.00	100.00	95.99
01028	1991	-3.45	202.76	96.55	92.68
01028	1992	-1.84	199.02	94.77	90.97
01028	1993	-2.65	193.75	92.26	88.56
01028	1994	1.18	196.03	93.35	89.61
01028	1995	-3.87	188.44	89.73	86.14
01028	1996	0.59	189.56	90.27	86.65
01028	1997	4.43	197.97	94.27	90.49
01028	1998	2.35	202.62	96.49	92.62
01028	1999	2.37	207.43	98.78	94.82
01028	2000	5.47	218.77	104.18	100.00
01028	2001	7.54	235.26	112.03	107.54
01028	2002	7.83	253.67	120.80	115.95
01028	2003	6.67	270.59	128.85	123.68
01028	2004	11.62	302.02	143.82	138.05
01028	2005	12.76	340.56	162.17	155.67
01028	2006	2.97	350.68	166.99	160.29
01028	2007	1.23	354.98	169.04	162.26
01028	2008	-5.40	335.79	159.90	153.49
01028	2009	-2.11	328.70	156.52	150.25
01028	2010	-1.78	322.85	153.74	147.57
01028	2011	-3.02	313.12	149.10	143.12
01028	2012	-2.84	304.22	144.87	139.06
01028	2013	0.96	307.14	146.26	140.39
01028	2014	-0.57	305.40	145.43	139.60
01028	2015	4.50	319.13	151.97	145.87
01030	1985	.	100.00	60.80	58.71
01030	1986	16.69	116.69	70.94	68.51
01030	1987	19.27	139.17	84.61	81.71
01030	1988	20.40	167.56	101.87	98.38
01030	1989	0.88	169.05	102.77	99.25
01030	1990	-2.70	164.48	100.00	96.57
01030	1991	-3.72	158.37	96.28	92.99
01030	1992	-1.22	156.44	95.11	91.85
01030	1993	-2.35	152.76	92.88	89.69
01030	1994	-0.31	152.29	92.59	89.42
01030	1995	-0.74	151.17	91.91	88.76
01030	1996	0.89	152.52	92.73	89.55
01030	1997	1.13	154.25	93.78	90.57
01030	1998	0.90	155.63	94.62	91.38
01030	1999	5.28	163.86	99.62	96.21
01030	2000	3.94	170.32	103.55	100.00
01030	2001	7.08	182.38	110.88	107.08
01030	2002	7.08	195.29	118.73	114.66
01030	2003	7.51	209.94	127.64	123.27
01030	2004	14.44	240.27	146.07	141.07
01030	2005	14.90	276.07	167.84	162.09
01030	2006	3.23	285.00	173.27	167.34
01030	2007	2.64	292.53	177.85	171.76
01030	2008	-1.85	287.13	174.57	168.59
01030	2009	-4.69	273.66	166.38	160.68
01030	2010	-3.59	263.84	160.41	154.91
01030	2011	-2.34	257.68	156.66	151.29
01030	2012	-2.56	251.08	152.65	147.42
01030	2013	-2.53	244.72	148.78	143.69
01030	2014	2.89	251.80	153.09	147.84
01030	2015	-0.31	251.03	152.62	147.39
01033	1986	.	100.00	68.06	61.01
01033	1987	23.97	123.97	84.38	75.63
01033	1988	12.98	140.06	95.33	85.45
01033	1989	1.73	142.48	96.98	86.93
01033	1990	3.12	146.92	100.00	89.64
01033	1991	-4.86	139.79	95.14	85.28
01033	1992	1.44	141.80	96.51	86.51
01033	1993	-2.69	137.99	93.92	84.18
01033	1994	-1.17	136.38	92.82	83.20
01033	1995	-0.39	135.85	92.46	82.88
01033	1996	2.45	139.17	94.73	84.91
01033	1997	-1.23	137.47	93.56	83.87
01033	1998	1.62	139.69	95.08	85.22
01033	1999	4.26	145.65	99.13	88.86
01033	2000	12.54	163.91	111.56	100.00
01033	2001	1.80	166.86	113.57	101.80
01033	2002	8.42	180.91	123.13	110.37
01033	2003	8.29	195.91	133.34	119.52
01033	2004	15.47	226.22	153.97	138.01
01033	2005	11.56	252.38	171.78	153.97
01033	2006	3.61	261.50	177.98	159.54
01033	2007	3.20	269.86	183.68	164.64
01033	2008	-3.64	260.05	177.00	158.65
01033	2009	-3.62	250.64	170.59	152.91
01033	2010	-3.74	241.27	164.21	147.20
01033	2011	-2.26	235.82	160.50	143.87
01033	2012	-0.81	233.90	159.20	142.70
01033	2013	-0.02	233.85	159.16	142.67
01033	2014	0.41	234.81	159.82	143.25
01033	2015	6.52	250.11	170.23	152.59
01034	1998	.	100.00	.	98.85
01034	1999	-6.62	93.38	.	92.30
01034	2000	8.34	101.17	.	100.00
01034	2001	9.40	110.68	.	109.40
01034	2002	8.56	120.16	.	118.77
01034	2003	7.41	129.06	.	127.58
01034	2004	10.32	142.39	.	140.75
01034	2005	14.48	163.01	.	161.13
01034	2006	1.73	165.84	.	163.92
01034	2007	9.24	181.17	.	179.08
01034	2008	-3.92	174.06	.	172.05
01034	2009	-5.89	163.82	.	161.93
01034	2010	-4.03	157.22	.	155.40
01034	2011	0.85	158.55	.	156.72
01034	2012	-1.31	156.47	.	154.66
01034	2013	-2.47	152.60	.	150.84
01034	2014	0.10	152.75	.	150.98
01034	2015	-6.82	142.32	.	140.68
01035	1986	.	100.00	70.84	66.53
01035	1987	23.90	123.90	87.78	82.44
01035	1988	12.26	139.09	98.54	92.54
01035	1989	-5.82	130.99	92.80	87.15
01035	1990	7.76	141.15	100.00	93.92
01035	1991	-3.81	135.77	96.19	90.34
01035	1992	-4.36	129.86	92.00	86.40
01035	1993	1.54	131.86	93.42	87.73
01035	1994	2.35	134.96	95.61	89.79
01035	1995	-2.10	132.12	93.60	87.91
01035	1996	0.82	133.20	94.37	88.62
01035	1997	3.82	138.28	97.97	92.01
01035	1998	4.37	144.32	102.24	96.02
01035	1999	1.23	146.09	103.50	97.20
01035	2000	2.88	150.30	106.48	100.00
01035	2001	10.15	165.55	117.29	110.15
01035	2002	14.87	190.16	134.72	126.52
01035	2003	8.65	206.61	146.37	137.47
01035	2004	12.38	232.19	164.50	154.49
01035	2005	19.11	276.56	195.93	184.01
01035	2006	6.31	294.00	208.29	195.61
01035	2007	-6.04	276.25	195.71	183.80
01035	2008	-1.22	272.87	193.32	181.55
01035	2009	-1.47	268.87	190.48	178.89
01035	2010	3.54	278.38	197.22	185.22
01035	2011	-2.90	270.30	191.49	179.84
01035	2012	0.31	271.15	192.09	180.40
01035	2013	1.25	274.53	194.49	182.65
01035	2014	13.30	311.03	220.35	206.94
01035	2015	-7.53	287.61	203.76	191.36
01036	1985	.	100.00	60.12	55.02
01036	1986	14.18	114.18	68.64	62.82
01036	1987	24.07	141.66	85.16	77.94
01036	1988	12.98	160.05	96.22	88.06
01036	1989	4.06	166.55	100.12	91.64
01036	1990	-0.12	166.34	100.00	91.52
01036	1991	-6.05	156.28	93.95	85.99
01036	1992	-2.45	152.45	91.65	83.88
01036	1993	1.83	155.24	93.33	85.42
01036	1994	-3.02	150.55	90.51	82.84
01036	1995	2.30	154.01	92.59	84.74
01036	1996	-4.94	146.41	88.02	80.56
01036	1997	4.56	153.09	92.03	84.23
01036	1998	2.27	156.57	94.12	86.15
01036	1999	5.32	164.89	99.13	90.73
01036	2000	10.22	181.75	109.26	100.00
01036	2001	3.56	188.21	113.15	103.56
01036	2002	8.66	204.51	122.95	112.52
01036	2003	5.91	216.60	130.21	119.17
01036	2004	9.06	236.21	142.00	129.97
01036	2005	16.77	275.82	165.81	151.76
01036	2006	3.59	285.73	171.77	157.21
01036	2007	1.89	291.13	175.02	160.18
01036	2008	-5.49	275.15	165.41	151.39
01036	2009	-2.38	268.60	161.48	147.79
01036	2010	-4.48	256.56	154.24	141.17
01036	2011	-4.33	245.46	147.56	135.06
01036	2012	1.90	250.11	150.36	137.62
01036	2013	0.56	251.52	151.20	138.39
01036	2014	-2.66	244.82	147.18	134.70
01036	2015	1.83	249.29	149.87	137.16
01038	1986	.	100.00	66.01	.
01038	1987	27.51	127.51	84.17	.
01038	1988	10.70	141.15	93.18	.
01038	1989	2.00	143.97	95.04	.
01038	1990	5.22	151.49	100.00	.
01038	1991	-8.16	139.12	91.84	.
01038	1992	-0.92	137.84	90.99	.
01038	1993	-1.55	135.71	89.58	.
01038	1994	-1.91	133.12	87.87	.
01038	1995	14.38	152.26	100.51	.
01038	1996	1.07	153.89	101.59	.
01038	1997	-7.25	142.73	94.22	.
01038	1998	9.56	156.37	103.22	.
01038	1999	-0.25	155.98	102.96	.
01038	2000	.	.	.	.
01038	2001	.	182.50	120.47	.
01038	2002	6.61	194.56	128.43	.
01038	2003	3.27	200.92	132.63	.
01038	2004	21.47	244.07	161.11	.
01038	2005	6.70	260.43	171.92	.
01038	2006	2.46	266.83	176.14	.
01038	2007	3.76	276.86	182.76	.
01038	2008	-5.96	260.36	171.87	.
01038	2009	-0.24	259.75	171.46	.
01038	2010	-1.65	255.45	168.63	.
01038	2011	3.13	263.46	173.92	.
01038	2012	-4.23	252.32	166.56	.
01038	2013	-0.35	251.45	165.99	.
01038	2014	0.86	253.62	167.42	.
01038	2015	4.87	265.98	175.58	.
01039	2003	.	100.00	.	.
01039	2004	6.35	106.35	.	.
01039	2005	35.72	144.34	.	.
01039	2006	-9.77	130.23	.	.
01039	2007	9.53	142.65	.	.
01039	2008	-20.99	112.70	.	.
01039	2009	-2.31	110.10	.	.
01039	2010	7.57	118.44	.	.
01039	2011	-6.99	110.15	.	.
01039	2012	-4.18	105.55	.	.
01039	2013	4.22	110.01	.	.
01039	2014	.	.	.	.
01039	2015	.	.	.	.
01040	1984	.	100.00	62.37	65.05
01040	1985	3.26	103.26	64.41	67.17
01040	1986	12.53	116.20	72.48	75.58
01040	1987	22.44	142.28	88.74	92.55
01040	1988	10.85	157.71	98.37	102.59
01040	1989	4.30	164.50	102.60	107.00
01040	1990	-2.54	160.33	100.00	104.29
01040	1991	-5.46	151.57	94.54	98.59
01040	1992	-3.60	146.12	91.14	95.04
01040	1993	-5.46	138.14	86.16	89.85
01040	1994	-4.09	132.49	82.64	86.18
01040	1995	-3.15	128.32	80.04	83.47
01040	1996	4.19	133.69	83.39	86.96
01040	1997	2.14	136.55	85.17	88.82
01040	1998	0.46	137.19	85.57	89.23
01040	1999	9.89	150.76	94.03	98.06
01040	2000	1.98	153.74	95.89	100.00
01040	2001	8.69	167.10	104.22	108.69
01040	2002	8.21	180.82	112.78	117.61
01040	2003	7.64	194.64	121.40	126.60
01040	2004	14.08	222.05	138.50	144.43
01040	2005	12.53	249.86	155.84	162.53
01040	2006	5.90	264.61	165.04	172.12
01040	2007	1.09	267.48	166.83	173.99
01040	2008	-2.74	260.14	162.26	169.21
01040	2009	-4.44	248.60	155.06	161.71
01040	2010	-2.11	243.36	151.79	158.30
01040	2011	-4.47	232.50	145.01	151.23
01040	2012	-2.53	226.61	141.34	147.40
01040	2013	-0.46	225.57	140.69	146.72
01040	2014	-0.46	224.52	140.04	146.04
01040	2015	9.40	245.63	153.20	159.77
01050	2002	.	100.00	.	.
01050	2003	5.46	105.46	.	.
01050	2004	22.86	129.57	.	.
01050	2005	13.00	146.42	.	.
01050	2006	2.42	149.96	.	.
01050	2007	8.15	162.18	.	.
01050	2008	-0.07	162.07	.	.
01050	2009	-12.44	141.91	.	.
01050	2010	1.25	143.67	.	.
01050	2011	-2.19	140.53	.	.
01050	2012	-6.31	131.66	.	.
01050	2013	1.79	134.01	.	.
01050	2014	-3.62	129.17	.	.
01050	2015	5.53	136.31	.	.
01053	1992	.	100.00	.	.
01053	1993	0.41	100.41	.	.
01053	1994	-2.06	98.34	.	.
01053	1995	5.76	104.01	.	.
01053	1996	.	.	.	.
01053	1997	.	109.39	.	.
01053	1998	1.30	110.81	.	.
01053	1999	7.05	118.63	.	.
01053	2000	.	.	.	.
01053	2001	.	128.81	.	.
01053	2002	15.64	148.97	.	.
01053	2003	5.87	157.71	.	.
01053	2004	19.16	187.92	.	.
01053	2005	9.61	205.98	.	.
01053	2006	-2.58	200.67	.	.
01053	2007	-4.31	192.01	.	.
01053	2008	-0.92	190.24	.	.
01053	2009	2.52	195.03	.	.
01053	2010	-5.78	183.76	.	.
01053	2011	-0.05	183.67	.	.
01053	2012	1.86	187.08	.	.
01053	2013	8.96	203.85	.	.
01053	2014	.	.	.	.
01053	2015	.	.	.	.
01054	1986	.	100.00	65.90	.
01054	1987	17.29	117.29	77.29	.
01054	1988	34.23	157.43	103.75	.
01054	1989	6.21	167.21	110.20	.
01054	1990	-9.25	151.74	100.00	.
01054	1991	-5.53	143.34	94.47	.
01054	1992	-3.07	138.94	91.57	.
01054	1993	5.26	146.25	96.38	.
01054	1994	-0.61	145.35	95.79	.
01054	1995	4.22	151.48	99.83	.
01054	1996	-3.94	145.52	95.90	.
01054	1997	16.45	169.45	111.67	.
01054	1998	-8.94	154.30	101.69	.
01054	1999	6.16	163.80	107.95	.
01054	2000	.	.	.	.
01054	2001	.	182.92	120.55	.
01054	2002	2.81	188.05	123.93	.
01054	2003	15.04	216.34	142.57	.
01054	2004	8.50	234.73	154.69	.
01054	2005	9.46	256.93	169.32	.
01054	2006	14.20	293.41	193.37	.
01054	2007	-7.15	272.45	179.55	.
01054	2008	-2.32	266.12	175.38	.
01054	2009	-1.35	262.54	173.02	.
01054	2010	3.29	271.17	178.71	.
01054	2011	-5.85	255.31	168.25	.
01054	2012	-0.59	253.79	167.25	.
01054	2013	2.48	260.07	171.39	.
01054	2014	-11.68	229.70	151.38	.
01054	2015	12.47	258.34	170.25	.
01056	1985	.	100.00	57.89	55.50
01056	1986	21.94	121.94	70.60	67.68
01056	1987	17.83	143.68	83.18	79.75
01056	1988	17.88	169.37	98.06	94.01
01056	1989	4.94	177.74	102.90	98.65
01056	1990	-2.82	172.73	100.00	95.87
01056	1991	-2.19	168.94	97.81	93.77
01056	1992	-3.91	162.34	93.99	90.10
01056	1993	-2.48	158.31	91.65	87.87
01056	1994	-0.68	157.23	91.03	87.27
01056	1995	0.54	158.07	91.52	87.74
01056	1996	3.11	163.00	94.37	90.47
01056	1997	-2.73	158.55	91.79	88.00
01056	1998	3.54	164.16	95.04	91.12
01056	1999	4.62	171.74	99.43	95.32
01056	2000	4.91	180.17	104.31	100.00
01056	2001	6.93	192.65	111.53	106.93
01056	2002	8.24	208.52	120.72	115.74
01056	2003	6.68	222.44	128.78	123.46
01056	2004	11.99	249.12	144.22	138.27
01056	2005	13.91	283.77	164.29	157.50
01056	2006	8.44	307.71	178.15	170.79
01056	2007	-1.67	302.57	175.17	167.94
01056	2008	-3.53	291.89	168.99	162.01
01056	2009	-3.27	282.34	163.46	156.71
01056	2010	-3.93	271.24	157.03	150.55
01056	2011	-1.41	267.43	154.82	148.43
01056	2012	-3.33	258.51	149.66	143.48
01056	2013	2.52	265.03	153.44	147.10
01056	2014	-0.10	264.77	153.28	146.96
01056	2015	-0.44	263.59	152.60	146.30
01057	1986	.	100.00	68.60	62.31
01057	1987	21.60	121.60	83.42	75.77
01057	1988	12.91	137.31	94.19	85.56
01057	1989	7.03	146.96	100.81	91.57
01057	1990	-0.80	145.77	100.00	90.83
01057	1991	-3.97	139.98	96.03	87.22
01057	1992	-2.13	136.99	93.98	85.36
01057	1993	-0.63	136.13	93.38	84.82
01057	1994	-2.75	132.38	90.81	82.49
01057	1995	2.79	136.08	93.35	84.79
01057	1996	-0.02	136.05	93.33	84.77
01057	1997	1.46	138.03	94.69	86.01
01057	1998	1.70	140.38	96.30	87.48
01057	1999	2.98	144.57	99.17	90.08
01057	2000	11.01	160.48	110.09	100.00
01057	2001	3.06	165.40	113.46	103.06
01057	2002	7.80	178.30	122.31	111.10
01057	2003	7.12	190.98	131.01	119.00
01057	2004	13.60	216.96	148.83	135.19
01057	2005	15.62	250.85	172.08	156.31
01057	2006	3.59	259.87	178.27	161.93
01057	2007	3.05	267.80	183.71	166.87
01057	2008	-8.29	245.60	168.48	153.04
01057	2009	-4.89	233.58	160.23	145.55
01057	2010	-2.66	227.36	155.97	141.67
01057	2011	-2.50	221.68	152.07	138.13
01057	2012	-1.08	219.28	150.42	136.63
01057	2013	-1.21	216.62	148.60	134.98
01057	2014	0.98	218.74	150.05	136.30
01057	2015	-2.79	212.64	145.87	132.50
01060	1986	.	100.00	70.53	53.12
01060	1987	24.95	124.95	88.13	66.37
01060	1988	7.33	134.11	94.59	71.23
01060	1989	6.83	143.27	101.05	76.10
01060	1990	-1.04	141.78	100.00	75.31
01060	1991	-1.11	140.20	98.89	74.47
01060	1992	0.31	140.64	99.19	74.70
01060	1993	-0.80	139.51	98.40	74.11
01060	1994	-1.16	137.89	97.26	73.24
01060	1995	6.45	146.78	103.53	77.97
01060	1996	0.18	147.04	103.71	78.11
01060	1997	6.53	156.64	110.48	83.20
01060	1998	2.80	161.02	113.57	85.53
01060	1999	6.36	171.26	120.79	90.97
01060	2000	9.93	188.26	132.78	100.00
01060	2001	13.27	213.24	150.40	113.27
01060	2002	8.25	230.82	162.80	122.61
01060	2003	7.82	248.88	175.54	132.20
01060	2004	16.18	289.14	203.94	153.58
01060	2005	13.02	326.80	230.50	173.59
01060	2006	0.15	327.30	230.85	173.85
01060	2007	2.81	336.51	237.34	178.74
01060	2008	-3.35	325.22	229.38	172.75
01060	2009	-0.07	325.01	229.23	172.63
01060	2010	0.52	326.70	230.43	173.54
01060	2011	-1.49	321.85	227.01	170.96
